trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT02628067	KEYNOTE-158	Phase 2	Recruiting	NSW	09/12/2015		Pembrolizumab	anti-PD-1_monoclonal_antibody	Pembrolizumab	anti-PD-1_monoclonal_antibody	163196; MK-3475-158; KEYNOTE-158; 2022-500397-34-00; 2015-002067-41	A Clinical Trial of Pembrolizumab (MK-3475) Evaluating Predictive Biomarkers in Subjects With Advanced Solid Tumors (KEYNOTE 158)	Advanced Cancer; Anal Carcinoma; Anal Cancer; Biliary Cancer; Cholangiocarcinoma; Bile Duct Cancer; Neuroendocrine Tumor; Carcinoid Tumor; Endometrial Carcinoma; Endometrial Cancer; Cervical Carcinoma; Cervical Cancer; Vulvar Carcinoma; Vulvar Cancer; Small Cell Lung Carcinoma; Small Cell Lung Cancer (SCLC); Mesothelioma; Thyroid Carcinoma; Thyroid Cancer; Salivary Gland Carcinoma; Salivary Gland Cancer; Salivary Cancer; Parotid Gland Cancer; Advanced Solid Tumors; Colorectal Carcinoma	North Ryde - MSD Australia	https://clinicaltrials.gov/ct2/show/NCT02628067
NCT02645149	MatchMel	Phase 2	Recruiting	NSW	30/12/2015		Ribociclib; Ribociclib + Trametinib; Trametinib	MEK_inhibitor; CDK4/6_inhibitor + MEK_inhibitor; CDK4/6_inhibitor	Ribociclib + Trametinib; Trametinib; Ribociclib + Trametinib	CDK4/6_inhibitor + MEK_inhibitor; MEK_inhibitor; CDK4/6_inhibitor + MEK_inhibitor		Molecular Profiling and Matched Targeted Therapy for Patients With Metastatic Melanoma	Melanoma	2145 - Westmead - Westmead Hospital - (Not yet recruiting); 2260 - Wollstonecraft - Melanoma Institute Australia	https://clinicaltrials.gov/ct2/show/NCT02645149
NCT02724579	ACNS1422	Phase 2	Recruiting	WA, NSW, SA	25/03/2016		Cisplatin; Cyclophosphamide; Lomustine; Radiotherapy; Vincristine	vinca_alkaloid; platinum-based_antineoplastic_agent; alkylating_agent; radiotherapy	Radiotherapy; Cisplatin; Cyclophosphamide; Lomustine; Vincristine	radiotherapy; alkylating_agent; platinum-based_antineoplastic_agent; vinca_alkaloid	NCI-2016-00150; ACNS1422; ACNS1422; ACNS1422; U10CA180886	A Phase 2 Study of Reduced Therapy for Newly Diagnosed Average-Risk WNT-Driven Medulloblastoma Patients	Medulloblastoma	2310 - Hunter Regional Mail Centre - John Hunter Children's Hospital; 5006 - North Adelaide - Women's and Children's Hospital-Adelaide; 6008 - Perth - Princess Margaret Hospital for Children - (Active, not recruiting); 6009 - Perth - Perth Children's Hospital	https://clinicaltrials.gov/ct2/show/NCT02724579
NCT02821013	STOP-GAP	Phase 3	Recruiting	VIC, NSW, SA, South A., QLD	29/06/2016						UQ-QMP-0001	A Randomized Phase III Trial of the Duration of Anti-PD-1 Therapy in Metastatic Melanoma	Unresectable/Metastatic Melanoma	2145 - Westmead - Westmead Hospital; 2298 - Waratah - Calvary Mater Newcastle Hospital; 2450 - Coffs Harbour - Coffs Habour Health Campus - NCCI; 2650 - Wagga Wagga - Riverina Cancer Care Centre Wagga Wagga - (Not yet recruiting); 3004 - Melbourne - Alfred Hospital; 3168 - Clayton - Monash Medical Centre; 4029 - Herston - Royal Brisbane and Womens Hospital; 4102 - Brisbane - Princess Alexandra Hospital; 4215 - Southport - Gold Coast University Hospital; 4575 - Birtinya - Sunshine Coast University Hospital; 4870 - Cairns - Cairns Hospital; 5011 - Woodville - The Queen Elizabeth Hospital	https://clinicaltrials.gov/ct2/show/NCT02821013
NCT02824965	NCT02824965	Phase 1	Unknown status	VIC	06/07/2016		CAVATAK; Coxsackievirus A21; Coxsackievirus A21 + Pembrolizumab; Pembrolizumab	oncolytic_Coxsackie_virus,ICAM_overexpressing; anti-PD-1_monoclonal_antibody + oncolytic_Coxsackie_virus,ICAM_overexpressing; virus-based_therapy; anti-PD-1_monoclonal_antibody	Coxsackievirus A21 + Pembrolizumab; CAVATAK; Coxsackievirus A21 + Pembrolizumab	anti-PD-1_monoclonal_antibody + oncolytic_Coxsackie_virus,ICAM_overexpressing; anti-PD-1_monoclonal_antibody + oncolytic_Coxsackie_virus,ICAM_overexpressing; virus-based_therapy		A Phase I/II Open-label Trial of Intravenous CAVATAK^TM in Combination With Pembrolizumab for the Treatment of Patients With Advanced NSCLC	Non-Small Cell Lung Cancer	3078 - Heidelberg - Austin Health	https://clinicaltrials.gov/ct2/show/NCT02824965
NCT02861573	KEYNOTE-365	Phase 1/Phase 2	Recruiting	NSW, NZ	05/08/2016		Abiraterone; Abiraterone + Pembrolizumab + Prednisone; Belzutifan; Belzutifan + Pembrolizumab; Carboplatin; Carboplatin + Etoposide; Carboplatin + Etoposide + Pembrolizumab; Dexamethasone; Docetaxel; Docetaxel + Pembrolizumab + Prednisone; Enzalutamide; Enzalutamide + Pembrolizumab; Etoposide; Lenvatinib; Lenvatinib + Pembrolizumab; Olaparib; Olaparib + Pembrolizumab; Pembrolizumab; Pembrolizumab + Vibostolimab; Prednisone; Vibostolimab	VEGF_inhibitor; PARP_inhibitor + anti-PD-1_monoclonal_antibody; HIF2a_inhibitor; CYP17A1_inhibitor + anti-PD-1_monoclonal_antibody + glucocorticoid; anti-TIGIT_monoclonal_antibody; platinum-based_antineoplastic_agent + topoisomerase_inhibitor; anti-PD-1_monoclonal_antibody; PARP_inhibitor; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; platinum-based_antineoplastic_agent; glucocorticoid; antiandrogen,nonsteroidal,second_generation; anti-PD-1_monoclonal_antibody + glucocorticoid + taxane; topoisomerase_inhibitor; anti-PD-1_monoclonal_antibody + antiandrogen,nonsteroidal,second_generation; VEGF_inhibitor + anti-PD-1_monoclonal_antibody; HIF2a_inhibitor + anti-PD-1_monoclonal_antibody; CYP17A1_inhibitor; taxane; anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent + topoisomerase_inhibitor	Abiraterone + Pembrolizumab + Prednisone; Belzutifan + Pembrolizumab; Carboplatin + Etoposide; Carboplatin + Etoposide + Pembrolizumab; Docetaxel + Pembrolizumab + Prednisone; Enzalutamide + Pembrolizumab; Lenvatinib + Pembrolizumab; Olaparib + Pembrolizumab; Pembrolizumab + Vibostolimab; Abiraterone + Pembrolizumab + Prednisone; Belzutifan + Pembrolizumab; Carboplatin + Etoposide; Carboplatin + Etoposide + Pembrolizumab; Dexamethasone; Docetaxel + Pembrolizumab + Prednisone; Enzalutamide + Pembrolizumab; Lenvatinib + Pembrolizumab; Olaparib + Pembrolizumab; Pembrolizumab + Vibostolimab	CYP17A1_inhibitor + anti-PD-1_monoclonal_antibody + glucocorticoid; HIF2a_inhibitor + anti-PD-1_monoclonal_antibody; PARP_inhibitor + anti-PD-1_monoclonal_antibody; VEGF_inhibitor + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody + antiandrogen,nonsteroidal,second_generation; anti-PD-1_monoclonal_antibody + glucocorticoid + taxane; anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent + topoisomerase_inhibitor; platinum-based_antineoplastic_agent + topoisomerase_inhibitor; CYP17A1_inhibitor + anti-PD-1_monoclonal_antibody + glucocorticoid; HIF2a_inhibitor + anti-PD-1_monoclonal_antibody; PARP_inhibitor + anti-PD-1_monoclonal_antibody; VEGF_inhibitor + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody + antiandrogen,nonsteroidal,second_generation; anti-PD-1_monoclonal_antibody + glucocorticoid + taxane; anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent + topoisomerase_inhibitor; platinum-based_antineoplastic_agent + topoisomerase_inhibitor	KEYNOTE-365; MK-3475-365; 2016-002312-41	Phase Ib/II Trial of Pembrolizumab (MK-3475) Combination Therapies in Metastatic Castration-Resistant Prostate Cancer (mCRPC) (KEYNOTE-365)	Metastatic Castration-Resistant Prostate Cancer	Auckland - Merck Sharp &amp; Dohme (New Zealand) Ltd.,; North Ryde - MSD Australia	https://clinicaltrials.gov/ct2/show/NCT02861573
NCT02960022	jRCT2031220674	Phase 2	Recruiting	WA, NZ, NSW	07/11/2016		Abiraterone; Abiraterone + Enzalutamide + Prednisone; Enzalutamide; Prednisone	CYP17A1_inhibitor + antiandrogen,nonsteroidal,second_generation + glucocorticoid; CYP17A1_inhibitor; glucocorticoid; antiandrogen,nonsteroidal,second_generation	Abiraterone + Enzalutamide + Prednisone; Enzalutamide; Abiraterone + Enzalutamide + Prednisone	CYP17A1_inhibitor + antiandrogen,nonsteroidal,second_generation + glucocorticoid; antiandrogen,nonsteroidal,second_generation; CYP17A1_inhibitor + antiandrogen,nonsteroidal,second_generation + glucocorticoid	2016-001694-32; jRCT2031220674	A Phase 2 Open-label Extension Study for Subjects With Prostate Cancer Who Previously Participated in an Enzalutamide Clinical Study	Prostate Cancer	2076 - Wahroonga - Site AU61017; 2145 - Westmead - Site AU61004; 2485 - Tweed Heads - Site AU61001 - (Completed); 2640 - Albury - Site AU61014; Ashford - Site AU61006 - (Active, not recruiting); Hamilton - Site NZ64001 - (Active, not recruiting); Malvern - Site AU61009 - (Completed); South Brisbane - Site AU61008; Westmead - Site AU61004 - (Completed)	https://clinicaltrials.gov/ct2/show/NCT02960022
NCT03069469	NCT03069469	Phase 1/Phase 2	Recruiting	VIC	27/02/2017		Vimseltinib	CSF1R_inhibitor	Vimseltinib	CSF1R_inhibitor		A Multicenter Phase 1/2, Open-Label Study of DCC-3014 to Assess the Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics in Patients With Advanced Tumors and Tenosynovial Giant Cell Tumor	Advanced Malignant Neoplasm; Pigmented Villonodular Synovitis; Giant Cell Tumor of Tendon Sheath; Tenosynovial Giant Cell Tumor; Tenosynovial Giant Cell Tumor, Diffuse	Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT03069469
NCT03093116	TRIDENT-1	Phase 1/Phase 2	Recruiting	VIC, NSW, SA	21/03/2017		Repotrectinib	TRK_inhibitor,second_generation; ROS1_inhibitor; ALK_inhibitor,third_generation	Repotrectinib	ALK_inhibitor,third_generation; ROS1_inhibitor; TRK_inhibitor,second_generation	CA127-1024; TPX-0005-01	A Phase 1/2, Open-Label, Multi-Center, First-in-Human Study of the Safety, Tolerability, Pharmacokinetics, and Anti-Tumor Activity of TPX-0005 in Patients With Advanced Solid Tumors Harboring ALK, ROS1, or NTRK1-3 Rearrangements (TRIDENT-1)	Locally Advanced Solid Tumors; Metastatic Solid Tumors	2050 - Camperdown - The Chris O-Brien Lifehouse PHASE 2; 3501 - Melbourne - Peter MacCallum Cancer Center PHASE 2; 5042 - Bedford Park - Flinders Medical Centre PHASE 2	https://clinicaltrials.gov/ct2/show/NCT03093116
NCT03127631	RADICALPC	N/A	Recruiting	NSW, SA	20/04/2017		Atorvastatin; Lomustine; Simvastatin	alkylating_agent; HMG-CoA_reductase_inhibitor	Atorvastatin; Lomustine; Simvastatin	HMG-CoA_reductase_inhibitor; alkylating_agent		The Role of Androgen Deprivation Therapy In Cardiovascular Disease - A Longitudinal Prostate Cancer Study (RADICAL PC1) &amp; A RAndomizeD Intervention for Cardiovascular and Lifestyle Risk Factors in Prostate Cancer Patients (RADICAL PC2)	Prostate Cancer; Cardiovascular Disease	2145 - Westmead - Westmead Hospital; 2298 - Waratah - Calvary Mater Newcastle - (Not yet recruiting); 5000 - Adelaide - Royal Adelaide Hospital; 5042 - Adelaide - Flinders Medical Center	https://clinicaltrials.gov/ct2/show/NCT03127631
NCT03157128	LIBRETTO-001	Phase 1/Phase 2	Recruiting	VIC, NSW	15/05/2017		Selpercatinib	RET_inhibitor	Selpercatinib	RET_inhibitor	J2G-OX-JZJA; LOXO-RET-17001; 2017-000800-59	A Phase 1/2 Study of Oral Selpercatinib (LOXO-292) in Patients With Advanced Solid Tumors, Including RET Fusion-Positive Solid Tumors, Medullary Thyroid Cancer, and Other Tumors With RET Activation (LIBRETTO-001)	Non-Small Cell Lung Cancer; Medullary Thyroid Cancer; Colon Cancer; Any Solid Tumor	2065 - St. Leonards - Royal North Shore Hospital; 3000 - Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT03157128
NCT03175224	SPARTA	Phase 1/Phase 2	Recruiting	WA, NSW, SA, VIC	01/06/2017		Vebreltinib	MET_inhibitor,type_1	Vebreltinib	MET_inhibitor,type_1		Phase 1 / 2 Multicenter Study of the Safety, Pharmacokinetics, and Preliminary Efficacy of APL-101 in Subjects With Non-Small Cell Lung Cancer With c-Met EXON 14 Skip Mutations and c-Met Dysregulation Advanced Solid Tumors	Solid Tumor; Advanced Cancer; Renal Cancer; Gastric Cancer; Gastroesophageal Junction Adenocarcinoma; NSCLC; Lung Cancer; Brain Tumor; Glioblastoma Multiforme	Albury - Border Medical Oncology; Bedford Park - Flinders Medical Centre; Frankston - Peninsula and Southeast Oncology; Melbourne - St Vincents Hospital Melbourne; Nedlands - Sir Charles Gairdner Hospital; North Adelaide - Calvary Central Districts Hospita	https://clinicaltrials.gov/ct2/show/NCT03175224
NCT03178552	B-FAST	Phase 2/Phase 3	Recruiting	WA, SA, NSW, NZ, VIC, QLD	05/06/2017		Alectinib; Atezolizumab; Atezolizumab + Bevacizumab + Carboplatin + Pemetrexed; Atezolizumab + Cobimetinib + Vemurafenib; Bevacizumab; Carboplatin; Carboplatin + Cisplatin + Gemcitabine; Carboplatin + Cisplatin + Pemetrexed; Cisplatin; Cobimetinib; Docetaxel; Docetaxel + GDC-6036; Entrectinib; GDC-6036; Gemcitabine; Pemetrexed; Vemurafenib	MEK_inhibitor; antimetabolite; ALK_inhibitor,second_generation; ALK_inhibitor,third_generation; BRAF_V600_inhibitor + MEK_inhibitor + anti-PD-L1_monoclonal_antibody; KRAS_G12C_inhibitor + taxane; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + platinum-based_antineoplastic_agent; TRK_inhibitor,first_generation; anti-PD-L1_monoclonal_antibody; platinum-based_antineoplastic_agent; anti-VEGF_monoclonal_antibody; ROS1_inhibitor; BRAF_V600_inhibitor; gemcitabine; KRAS_G12C_inhibitor; taxane	Alectinib; Atezolizumab; Atezolizumab + Bevacizumab + Carboplatin + Pemetrexed; Atezolizumab + Cobimetinib + Vemurafenib; Carboplatin + Cisplatin + Gemcitabine; Carboplatin + Cisplatin + Pemetrexed; Docetaxel + GDC-6036; Entrectinib; Atezolizumab + Bevacizumab + Carboplatin + Pemetrexed; Atezolizumab + Cobimetinib + Vemurafenib; Carboplatin + Cisplatin + Gemcitabine; Carboplatin + Cisplatin + Pemetrexed; Docetaxel + GDC-6036	ALK_inhibitor,second_generation; ALK_inhibitor,third_generation; BRAF_V600_inhibitor + MEK_inhibitor + anti-PD-L1_monoclonal_antibody; KRAS_G12C_inhibitor + taxane; ROS1_inhibitor; TRK_inhibitor,first_generation; anti-PD-L1_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + platinum-based_antineoplastic_agent; BRAF_V600_inhibitor + MEK_inhibitor + anti-PD-L1_monoclonal_antibody; KRAS_G12C_inhibitor + taxane; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + platinum-based_antineoplastic_agent; gemcitabine	2017-000076-28	A Phase II/III Multicenter Study Evaluating the Efficacy and Safety of Multiple Targeted Therapies as Treatments for Patients With Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC) Harboring Actionable Somatic Mutations Detected in Blood (B-FAST: Blood-First Assay Screening Trial)	Non-Small Cell Lung Cancer	1023 - Auckland - Auckland City Hospital; 2065 - St Leonards - Royal North Shore Hospital; Department of Medical Oncology - (Active, not recruiting); 3084 - Heidelberg - Austin Hospital; Medical Oncology; 4032 - Chermside - The Prince Charles Hospital; Oncology Dept. - (Completed); 5037 - Kurralta Park - Ashford Cancer Center Research - (Terminated); 6009 - Nedlands - Sir Charles Gairdner Hospital - (Withdrawn)	https://clinicaltrials.gov/ct2/show/NCT03178552
NCT03188159	NCT03188159	Phase 2	Unknown status	VIC	14/06/2017		Vinorelbine	vinca_alkaloid	Vinorelbine	vinca_alkaloid		Phase II Study of Intravenous Vinorelbine in Patients With Relapsed Platinum Resistant or Refractory C5 High Grade Serous, Endometrioid, or Undifferentiated Primary Peritoneum, Fallopian Tube or Ovarian Cancer (VIP)	Ovarian Cancer; Fallopian Tube Cancer	Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT03188159
NCT03212404	NCT03212404	Phase 1	Recruiting	QLD, NSW, VIC, NZ	06/07/2017		Cosibelimab	anti-PD-L1_monoclonal_antibody	Cosibelimab	anti-PD-L1_monoclonal_antibody		A Phase 1, Open-label, Multicenter, Dose-escalation Study of CK-301 Administered Intravenously as a Single Agent to Subjects With Advanced Cancers	Lung Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Small Cell; Malignant Mesothelioma, Advanced; Head and Neck Cancer; Melanoma; Merkel Cell Carcinoma; Renal Cell Carcinoma; Urothelial Carcinoma; Classical Hodgkin Lymphoma; Cutaneous Squamous Cell Carcinoma; Non Hodgkin Lymphoma; Endometrial Cancer	2500 - Wollongong - Research Site; 3128 - Box Hill - Research Site; 3144 - Malvern - Research Site; 4101 - South Brisbane - Research Site; 4102 - Woolloongabba - Research Site; 4120 - Greenslopes - Research Site; 4217 - Benowa - Research Site; 4556 - Buderim - Research Site; 8140 - Christchurch - Research Site	https://clinicaltrials.gov/ct2/show/NCT03212404
NCT03261011	NCT03261011	Phase 1	Unknown status	WA, VIC	22/08/2017		AK104	bispecific_PD-1/CTLA-4_antibody	AK104	bispecific_PD-1/CTLA-4_antibody		A Phase 1A/1B Multicenter, Open-label, Dose-escalation, and Dose-expansion Study to Evaluate the Safety, Pharmacokinetics, and Antitumor Activity of AK104 in Subjects With Advanced Solid Tumors	Advanced Cancer	3002 - Melbourne - Peter MacCallum Cancer Centre; 3084 - Heidelberg - Austin Health; 3168 - Clayton - Monash Health; 6009 - Nedlands - Linear Clinical Research/Sir Charles Gairdner Hospital	https://clinicaltrials.gov/ct2/show/NCT03261011
NCT03278717	ICON9	Phase 3	Recruiting	NSW, SA, TAS, VIC, NZ, ACT, QLD	07/09/2017		Cediranib; Cediranib + Olaparib; Olaparib	PARP_inhibitor + VEGF_inhibitor; VEGF_inhibitor; PARP_inhibitor	Cediranib + Olaparib; Olaparib; Cediranib + Olaparib	PARP_inhibitor; PARP_inhibitor + VEGF_inhibitor; PARP_inhibitor + VEGF_inhibitor		International Phase III Randomised Study to Evaluate the Efficacy of Maintenance Therapy With Olaparib and Cediranib or Olaparib Alone in Patients With Relapsed Ovarian Cancer Following a Response to Platinum-based Chemotherapy	Ovarian Cancer	Albury - Border Medical Oncology; Auckland - Auckland City Hospital; Bedford Park - Flinders Medical Centre; Benowa - Pindara Private Hospital; Camperdown - Chris O'Brien Lifehouse; Canberra - Canberra Hospital; Christchurch - Christchurch Hospital; Clayton - Monash Health; Gosford - Gosford Hospital; Hobart - Royal Hobart Hospital; Melbourne - Peter MacCallum Cancer Centre; South Brisbane - ICON Cancer Centre; South Brisbane - Mater Cancer Centre; Sydney - Calvary Mater Hospital; Sydney - Campbelltown Hospital; Sydney - Prince of Wales Hospital; Townsville - Townsville Hospital; Westmead - Westmead Hospital	https://clinicaltrials.gov/ct2/show/NCT03278717
NCT03281369	2016-004529-17	Phase 1/Phase 2	Recruiting	VIC, NSW	11/09/2017		Atezolizumab; Atezolizumab + Cisplatin + Fluorouracil; Atezolizumab + Cisplatin + Fluorouracil + Tiragolumab; Atezolizumab + Cobimetinib; Atezolizumab + Cobimetinib + Fluorouracil + Leucovorin + Oxaliplatin; Atezolizumab + Cobimetinib + Linagliptin; Atezolizumab + Cobimetinib + Paclitaxel + Ramucirumab; Atezolizumab + Cobimetinib + rHuPH20; Cisplatin; Cisplatin + Fluorouracil; Cobimetinib; Fluorouracil; Leucovorin; Linagliptin; Oxaliplatin; Paclitaxel; Ramucirumab; Tiragolumab; rHuPH20	MEK_inhibitor; folinic_acid; antimetabolite; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + dipeptidyl_peptidase-4_inhibitor; anti-TIGIT_monoclonal_antibody; dipeptidyl_peptidase-4_inhibitor; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + anti-VEGFR2_monoclonal_antibody + taxane; anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + platinum-based_antineoplastic_agent; anti-PD-L1_monoclonal_antibody; platinum-based_antineoplastic_agent; MEK_inhibitor + anti-PD-L1_monoclonal_antibody; anti-VEGFR2_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + recombinant_human_hyaluronidase; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + antimetabolite + folinic_acid + platinum-based_antineoplastic_agent; taxane; recombinant_human_hyaluronidase	Atezolizumab + Cisplatin + Fluorouracil; Atezolizumab + Cisplatin + Fluorouracil + Tiragolumab; Atezolizumab + Cobimetinib; Atezolizumab + Cobimetinib + Fluorouracil + Leucovorin + Oxaliplatin; Atezolizumab + Cobimetinib + Linagliptin; Atezolizumab + Cobimetinib + Paclitaxel + Ramucirumab; Atezolizumab + Cobimetinib + rHuPH20; Cisplatin + Fluorouracil; Atezolizumab + Cisplatin + Fluorouracil; Atezolizumab + Cisplatin + Fluorouracil + Tiragolumab; Atezolizumab + Cobimetinib; Atezolizumab + Cobimetinib + Fluorouracil + Leucovorin + Oxaliplatin; Atezolizumab + Cobimetinib + Linagliptin; Atezolizumab + Cobimetinib + Paclitaxel + Ramucirumab; Atezolizumab + Cobimetinib + rHuPH20; Cisplatin + Fluorouracil	MEK_inhibitor + anti-PD-L1_monoclonal_antibody; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + anti-VEGFR2_monoclonal_antibody + taxane; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + antimetabolite + folinic_acid + platinum-based_antineoplastic_agent; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + dipeptidyl_peptidase-4_inhibitor; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + recombinant_human_hyaluronidase; anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-PD-L1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + platinum-based_antineoplastic_agent; MEK_inhibitor + anti-PD-L1_monoclonal_antibody; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + anti-VEGFR2_monoclonal_antibody + taxane; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + antimetabolite + folinic_acid + platinum-based_antineoplastic_agent; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + dipeptidyl_peptidase-4_inhibitor; MEK_inhibitor + anti-PD-L1_monoclonal_antibody + recombinant_human_hyaluronidase; anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-PD-L1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + platinum-based_antineoplastic_agent	2016-004529-17	A Phase Ib/II, Open-Label, Multicenter, Randomized, Umbrella Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction Cancer or Esophageal Cancer (Morpheus-Gastric and Esophageal Cancer)	Gastric Adenocarcinoma or Gastroesophageal Junction Adenocarcinoma or Esophageal Carcinoma	2148 - Blacktown - Blacktown Hospital; 3000 - Melbourne - Peter MacCallum Cancer Centre; Medical Oncology; 3168 - Clayton - Monash Medical Centre-Moorabbin Campus	https://clinicaltrials.gov/ct2/show/NCT03281369
