trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	actualenddate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT03495882	C-550-01	Phase 1		NSW, QLD, WA	2018-04-12	2017-12-18		Balstilimab; Balstilimab + Zalifrelimab; Zalifrelimab	anti-CTLA4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anti-CTLA4_monoclonal_antibody	Balstilimab + Zalifrelimab	anti-CTLA4_monoclonal_antibody + anti-PD-1_monoclonal_antibody	C-550-01	A Phase 1 / 2, Open-Label, Multi-Arm Trial to Investigate the Safety, Tolerability, Pharmacokinetics, Biological, and Clinical Activity of AGEN1884 in Combination With AGEN2034 in Subjects With Metastatic or Locally Advanced Solid Tumors, and Expansion Into Select Solid Tumors	Cervical Cancer	- Sydney; 6009 - Perth; 4101 - South Brisbane; - South Brisbane	https://clinicaltrials.gov/ct2/show/NCT03495882
NCT03499899	CLAG525B2101	Phase 2		QLD, VIC, WA	2018-04-17	2018-07-02		Carboplatin; Carboplatin + Ieramilimab; Carboplatin + Ieramilimab + Spartalizumab; Ieramilimab; Ieramilimab + Spartalizumab; Spartalizumab	anti-LAG3_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anti-LAG3_monoclonal_antibody + platinum-based_antineoplastic_agent; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent; platinum-based_antineoplastic_agent	Carboplatin + Ieramilimab; Carboplatin + Ieramilimab + Spartalizumab; Ieramilimab + Spartalizumab	anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent; anti-LAG3_monoclonal_antibody + platinum-based_antineoplastic_agent	CLAG525B2101	A Phase II Open-label, Randomized, Three-arm, Multicenter Study of LAG525 Given in Combination With Spartalizumab (PDR001), or With Spartalizumab and Carboplatin, or With Carboplatin, as First or Second Line Therapy in Patients With Advanced Triple-negative Breast Cancer	Triple-negative Breast Cancer	6009 - Nedlands; 4102 - Wooloongabba; 3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT03499899
NCT03504397	Spotlight	Phase 3		NSW, QLD, SA, VIC	2018-04-20	2018-06-21		Fluorouracil; Fluorouracil + Leucovorin + Oxaliplatin + Zolbetuximab; Leucovorin; Oxaliplatin; Placebo; Zolbetuximab	placebo; anti-CLDN18.2_monoclonal_antibody + fluoropyrimidine + folinic_acid + platinum-based_antineoplastic_agent; Fluorouracil; fluoropyrimidine; platinum-based_antineoplastic_agent; folinic_acid; anti-CLDN18.2_monoclonal_antibody	Fluorouracil + Leucovorin + Oxaliplatin + Zolbetuximab; Placebo	anti-CLDN18.2_monoclonal_antibody + fluoropyrimidine + folinic_acid + platinum-based_antineoplastic_agent; Fluorouracil; placebo	2017-002567-17  8951-CL-0301	A Phase 3, Global, Multi-Center, Double-Blind, Randomized, Efficacy Study of Zolbetuximab (IMAB362) Plus mFOLFOX6 Compared With Placebo Plus mFOLFOX6 as First-line Treatment of Subjects With Claudin (CLDN)18.2-Positive, HER2-Negative, Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma	Locally Advanced Unresectable Gastroesophageal Junction (GEJ) Adenocarcinoma or Cancer; Locally Advanced Unresectable Gastric Adenocarcinoma or Cancer; Metastatic Gastroesophageal Junction (GEJ) Adenocarcinoma; Metastatic Gastric Adenocarcinoma or Cancer	4814 - Douglas; 4224 - Tugun; 2217 - Kogarah; 5011 - Adelaide; 3165 - East Bentleigh	https://clinicaltrials.gov/ct2/show/NCT03504397
NCT03505528	Epi-PRIMED	Phase 1		ACT, NSW	2018-04-23	2017-08-17		Nab-paclitaxel; Nab-paclitaxel + Phenelzine; Phenelzine	irreversible_monoamine_oxidase_inhibitor; irreversible_monoamine_oxidase_inhibitor + taxane; taxane	Nab-paclitaxel + Phenelzine	irreversible_monoamine_oxidase_inhibitor + taxane	EpiAxis 001-0716	A Phase Ib Safety and Pharmacokinetics (PK)/ Pharmacodynamics (PD) Study to Determine the Dosage of Abraxane in Combination With Phenelzine Sulfate in Metastatic or Inoperable Locally Advanced Breast Cancer	Metastatic Breast Cancer	2170 - Sydney; 2500 - Wollongong; 260 - Canberra	https://clinicaltrials.gov/ct2/show/NCT03505528
NCT03516981	KEYNOTE-495	Phase 2		NSW, QLD, WA	2018-05-07	2018-10-01		Favezelimab; Favezelimab + Pembrolizumab; Lenvatinib; Lenvatinib + Pembrolizumab; Pembrolizumab; Pembrolizumab + Quavonlimab; Quavonlimab	anti-LAG3_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; VEGF_inhibitor + anti-PD-1_monoclonal_antibody; VEGF_inhibitor; anti-CTLA4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-CTLA4_monoclonal_antibody	Favezelimab + Pembrolizumab; Lenvatinib + Pembrolizumab; Pembrolizumab + Quavonlimab	VEGF_inhibitor + anti-PD-1_monoclonal_antibody; anti-CTLA4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody	MK-3475-495  3475-495	A Phase 2 Precision Oncology Study of Biomarker-Directed, Pembrolizumab-(MK-3475, SCH 900475) Based Combination Therapy for Advanced Non-Small Cell Lung Cancer (KEYNOTE-495; KeyImPaCT)	Advanced Non-Small Cell Lung Cancer	4120 - Brisbane; 6150 - Murdoch; 2148 - Blacktown	https://clinicaltrials.gov/ct2/show/NCT03516981
NCT03517176	U1111-1213-3234--CEND1-001	Phase 1		SA, VIC, WA	2018-05-07	2018-07-31		Certepetide; Certepetide + Gemcitabine + Nab-paclitaxel; Gemcitabine; Nab-paclitaxel; Paclitaxel	antimetabolite; tumor-homing_peptide_iRGD; taxane; gemcitabine; antimetabolite + taxane + tumor-homing_peptide_iRGD	Certepetide + Gemcitabine + Nab-paclitaxel	antimetabolite + taxane + tumor-homing_peptide_iRGD; gemcitabine	U1111-1213-3234  CEND1-001	A Phase 1 Clinical Trial of CEND-1 in Combination With Nabpaclitaxel and Gemcitabine in Metastatic Exocrine Pancreatic Cancer	Pancreatic Ductal Adenocarcinoma; Pancreatic Cancer	5011 - Woodville South; 3004 - Melbourne; 6008 - Subiaco	https://clinicaltrials.gov/ct2/show/NCT03517176
NCT03522064	HiTeCH	Phase 2		NSW	2018-05-11	2018-07-30		Carboplatin; Testosterone Enanthate	testosterone; platinum-based_antineoplastic_agent	Carboplatin; Testosterone Enanthate	platinum-based_antineoplastic_agent; testosterone	HiTECH	High Dose Testosterone + Carboplatin in Men With Advanced Prostate Cancer	Castration-resistant Prostate Cancer; Homologous Recombination Deficiency	2010 - Sydney	https://clinicaltrials.gov/ct2/show/NCT03522064
NCT03523819	CS1002-101	Phase 1		NSW, SA, VIC	2018-05-14	2018-04-26		CS1002; CS1003	anti-PD-1_monoclonal_antibody; anti-CTLA4_monoclonal_antibody	CS1002; CS1003	anti-CTLA4_monoclonal_antibody; anti-PD-1_monoclonal_antibody	CS1002-101	A Phase Ia/Ib, Open-Label, Dose-Escalation, and Dose-Expansion Study of the Anti-CTLA-4 Monoclonal Antibody CS1002 As Monotherapy and in Combination with Anti-PD-1 Monoclonal Antibody CS1003 in Subjects with Advanced Solid Tumors	Solid Tumor, Adult	2010 - Sydney; 3186 - Malvern; 2640 - Albury; 2500 - Wollongong; 5037 - Adelaide; 2800 - Orange; 3128 - Melbourne; 3004 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT03523819
NCT03529526	KN046-AUS-001	Phase 1	STATUS_UNKNOWN	QLD	2018-05-18			KN046	bispecific_PD-L1/CTLA4_antibody	KN046	bispecific_PD-L1/CTLA4_antibody	KN046-AUS-001	An Open-Label, Multi-center, Dose-Escalation Phase I Study to Evaluate Safety, Tolerability, Pharmacokinetics and Immunogenicity of KN046 in Subjects With Advanced Solid Tumors	Advanced Solid Tumors	4125 - Southport	https://clinicaltrials.gov/ct2/show/NCT03529526
NCT03530397	2018-003075-35--D7980C00001	Phase 1		NSW, VIC	2018-05-21	2018-04-24		Carboplatin; Carboplatin + Paclitaxel + Pemetrexed + Volrustomig; Carboplatin + Pembrolizumab + Pemetrexed; Nab-paclitaxel; Paclitaxel; Pembrolizumab; Pemetrexed; Volrustomig	antimetabolite + bispecific_PD-L1/CTLA4_antibody + platinum-based_antineoplastic_agent + taxane; antimetabolite; bispecific_PD-L1/CTLA4_antibody; anti-PD-1_monoclonal_antibody; taxane; anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; platinum-based_antineoplastic_agent	Carboplatin + Paclitaxel + Pemetrexed + Volrustomig; Carboplatin + Pembrolizumab + Pemetrexed; Volrustomig; Nab-paclitaxel	anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + bispecific_PD-L1/CTLA4_antibody + platinum-based_antineoplastic_agent + taxane; bispecific_PD-L1/CTLA4_antibody	2018-003075-35  D7980C00001	A Phase 1, Open-label, Dose-escalation and Dose-expansion Study to Evaluate the Safety, Tolerability Pharmacokinetics Immunogenicity, and Antitumor Activity of MEDI5752 in Subjects With Advanced Solid Tumors.	Selected Advanced Solid Tumors	3004 - Melbourne; 2031 - Randwick; 3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT03530397
NCT03535740	ALTA-2	Phase 2		VIC, WA	2018-05-24	2019-01-31		Alectinib; Brigatinib; Ceritinib	ROS1_inhibitor; ALK/RET_inhibitor; EGFR/FLT3/FER/ROS1/IGF1R_inhibitor; ALK_inhibitor,second_generation; ALK/ROS1/IGF1R_inhibitor	Brigatinib; Alectinib; Ceritinib	ALK_inhibitor,second_generation; EGFR/FLT3/FER/ROS1/IGF1R_inhibitor; ROS1_inhibitor; ALK/RET_inhibitor; ALK/ROS1/IGF1R_inhibitor	2018-000635-27  Brigatinib-2002	Brigatinib in Patients With Anaplastic Lymphoma Kinase-Positive (ALK+), Advanced Non-Small-Cell Lung Cancer (NSCLC) Progressed on Alectinib or Ceritinib	ALK-positive Advanced NSCLC	3065 - Fitzroy; 3199 - Frankston; 6009 - Nedlands	https://clinicaltrials.gov/ct2/show/NCT03535740
NCT03537482	APG2575-001	Phase 0		VIC	2018-05-25	2018-08-07		Lisaftoclax	Bcl2_inhibitor	Lisaftoclax	Bcl2_inhibitor	APG2575-001	A Phase I Study of Safety, Tolerability, Pharmacokinetic and Pharmacodynamics Property of Orally Administered APG-2575 in Patients With Hematologic Malignancies	Hematologic Malignancies	3121 - Richmond; 3065 - Fitzroy	https://clinicaltrials.gov/ct2/show/NCT03537482
NCT03557619	M16-185	Phase 1		VIC	2018-06-15	2019-07-30		Venetoclax	Bcl2_inhibitor	Venetoclax	Bcl2_inhibitor	M16-185	A Study to Assess the Effect of Venetoclax on the Pharmacokinetics of Ethinyl Estradiol/Levonorgestrel in Female Subjects With Hematologic Malignancies	Hematologic Malignancies	3002 - East Melbourne	https://clinicaltrials.gov/ct2/show/NCT03557619
NCT03564340	2024--510783-23-00--R4018-ONC-1721	Phase 1		NSW, VIC	2018-06-20	2018-05-21		Cemiplimab; Cemiplimab + REGN4018; REGN4018	bispecific_T-cell_engager,MUC16-targeting; anti-PD-1_monoclonal_antibody + bispecific_T-cell_engager,MUC16-targeting; anti-PD-1_monoclonal_antibody	Cemiplimab + REGN4018; REGN4018	anti-PD-1_monoclonal_antibody + bispecific_T-cell_engager,MUC16-targeting; bispecific_T-cell_engager,MUC16-targeting	2024- 510783-23-00  R4018-ONC-1721	A Phase 1/2 Study of REGN4018 (A MUC16xCD3 Bispecific Antibody) Administered Alone or in Combination With Cemiplimab in Patients With Recurrent Ovarian Cancer or Other Recurrent MUC16+ Cancers	Recurrent Fallopian Tube Cancer; Recurrent Endometrial Cancer; Recurrent Primary Peritoneal Cancer; Recurrent Ovarian Cancer	NSW 2031 - Randwick; 3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT03564340
NCT03564691	MK-4830-001--4830-001	Phase 1		NSW, QLD	2018-06-21	2018-07-11		Carboplatin; Carboplatin + MK-4830 + Pembrolizumab + Pemetrexed; Cisplatin; Cisplatin + MK-4830 + Pembrolizumab + Pemetrexed; Lenvatinib; Lenvatinib + MK-4830 + Pembrolizumab; MK-4830; MK-4830 + Paclitaxel + Pembrolizumab; MK-4830 + Pembrolizumab; Paclitaxel; Pembrolizumab; Pemetrexed	antimetabolite; anti-ILT4_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody; taxane; VEGF_inhibitor; platinum-based_antineoplastic_agent; anti-ILT4_monoclonal_antibody; anti-ILT4_monoclonal_antibody + anti-PD-1_monoclonal_antibody + taxane; VEGF_inhibitor + anti-ILT4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-ILT4_monoclonal_antibody + anti-PD-1_monoclonal_antibody	Carboplatin + MK-4830 + Pembrolizumab + Pemetrexed; Cisplatin + MK-4830 + Pembrolizumab + Pemetrexed; Lenvatinib + MK-4830 + Pembrolizumab; MK-4830; MK-4830 + Paclitaxel + Pembrolizumab; MK-4830 + Pembrolizumab	VEGF_inhibitor + anti-ILT4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-ILT4_monoclonal_antibody; anti-ILT4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-ILT4_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-ILT4_monoclonal_antibody + anti-PD-1_monoclonal_antibody + taxane	MK-4830-001  4830-001	A Phase 1 Open Label, Multi-Arm, Multicenter Study of MK-4830 as Monotherapy and in Combination With Pembrolizumab for Participants With Advanced Solid Tumors	Neoplasms	4102 - Brisbane; 2170 - Liverpool	https://clinicaltrials.gov/ct2/show/NCT03564691
NCT03588650	HLX20	Phase 1		NSW, QLD, SA, VIC	2018-07-17	2018-08-07		HLX20	anti-PD-1_monoclonal_antibody	HLX20	anti-PD-1_monoclonal_antibody	HLX20-001	A Phase 1 Study of HLX20, a Human Monoclonal Antibody Targeting Programmed Death Ligand 1 (PD-L1) Protein in Patients With Advanced Solid Tumors	Advanced Solid Tumors	4215 - Southport; 3144 - Melbourne; 2109 - Darlinghurst; 2010 - Darlinghurst; 5000 - Adelaide; 4000 - Brisbane	https://clinicaltrials.gov/ct2/show/NCT03588650
NCT03595059	2020-002495-12--M16-573	Phase 1		NSW, VIC	2018-07-23	2018-07-13		Docetaxel; Docetaxel + Mirzotamab clezutoclax + Paclitaxel; Mirzotamab clezutoclax; Mirzotamab clezutoclax + Paclitaxel; Paclitaxel	anti-B7H3_antibody-drug_conjugate + taxane; anti-B7H3_antibody-drug_conjugate; taxane	Docetaxel + Mirzotamab clezutoclax + Paclitaxel; Mirzotamab clezutoclax; Mirzotamab clezutoclax + Paclitaxel	anti-B7H3_antibody-drug_conjugate; anti-B7H3_antibody-drug_conjugate + taxane	2020-002495-12  M16-573	A Phase 1 First-in-Human Study With ABBV-155 Alone and in Combination With Taxane Therapy in Adults With Relapsed and/or Refractory Solid Tumors	Advanced Solid Tumors	3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT03595059
NCT03599713	INCMGA-0012-201	Phase 2		NSW	2018-07-26	2019-02-25		Retifanlimab	anti-PD-1_monoclonal_antibody	Retifanlimab	anti-PD-1_monoclonal_antibody	INCMGA 0012-201	A Phase 2 Study of INCMGA00012 in Participants With Metastatic Merkel Cell Carcinoma (POD1UM-201)	Metastatic Merkel Cell Carcinoma	02010 - Darlinghurst	https://clinicaltrials.gov/ct2/show/NCT03599713
NCT03600883	NCT03600883	Phase 1		NSW, QLD, SA, VIC	2018-07-26	2018-08-27		Midazolam; Midazolam + Sotorasib; Sotorasib	KRAS_G12C_inhibitor + benzodiazepam; KRAS_G12C_inhibitor; KRAS_G12C/NRAS_G12C/HRAS_G12C_inhibitor + benzodiazepam; benzodiazepam; KRAS_G12C/NRAS_G12C/HRAS_G12C_inhibitor	Midazolam + Sotorasib; Sotorasib	KRAS_G12C/NRAS_G12C/HRAS_G12C_inhibitor; KRAS_G12C/NRAS_G12C/HRAS_G12C_inhibitor + benzodiazepam; KRAS_G12C_inhibitor; KRAS_G12C_inhibitor + benzodiazepam	20170543	A Phase 1/2, Open-label Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of Sotorasib (AMG 510) Monotherapy in Subjects With Advanced Solid Tumors With KRAS p.G12C Mutation and Sotorasib (AMG 510) Combination Therapy in Subjects With Advanced NSCLC With KRAS p.G12C Mutation (CodeBreaK 100)	KRAS p.G12C Mutant Advanced Solid Tumors	2031 - Randwick; 5011 - Woodville South; 3050 - Parkville; 4102 - Woolloongabba	https://clinicaltrials.gov/ct2/show/NCT03600883
NCT03603184	AtTEnd	Phase 3		NSW, NZ, QLD, SA, TAS, VIC	2018-07-27	2018-10-02		Atezolizumab; Atezolizumab + Carboplatin + Paclitaxel; Carboplatin; Carboplatin + Paclitaxel; Paclitaxel; Placebo	placebo; anti-PD-L1_monoclonal_antibody + platinum-based_antineoplastic_agent + taxane; platinum-based_antineoplastic_agent + taxane; anti-PD-L1_monoclonal_antibody; taxane; platinum-based_antineoplastic_agent	Atezolizumab + Carboplatin + Paclitaxel; Carboplatin + Paclitaxel; Placebo	anti-PD-L1_monoclonal_antibody + platinum-based_antineoplastic_agent + taxane; platinum-based_antineoplastic_agent + taxane; placebo	IRFMN-EN-7556	Phase III Double-blind Randomized Placebo Controlled Trial of Atezolizumab in Combination With Paclitaxel and Carboplatin in Women With Advanced/Recurrent Endometrial Cancer	Endometrial Cancer	Auckland; - Box Hill; - Hobart; - Frankston; - Liverpool; - Gosford; - Toowoomba; - Waratah; - Herston; - Wollongong; - Benowa; - Albury; - Auchenflower; - Saint Leonards; - Adelaide	https://clinicaltrials.gov/ct2/show/NCT03603184
NCT03611556	D6070C00005--D6070C00005	Phase 1		NSW, VIC	2018-08-02	2018-06-21		Durvalumab; Durvalumab + Fluorouracil + Leucovorin + Oleclumab + Oxaliplatin; Durvalumab + Gemcitabine + Nab-paclitaxel + Oleclumab; Fluorouracil; Gemcitabine; Gemcitabine + Nab-paclitaxel; Gemcitabine + Nab-paclitaxel + Oleclumab; Leucovorin; Nab-paclitaxel; Oleclumab; Oxaliplatin	antimetabolite; fluoropyrimidine; anti-PD-L1_monoclonal_antibody; anti-CD73_monoclonal_antibody + antimetabolite + taxane; gemcitabine; folinic_acid; anti-CD73_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + fluoropyrimidine + folinic_acid + platinum-based_antineoplastic_agent; antimetabolite + taxane; anti-CD73_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + antimetabolite + taxane; Fluorouracil; taxane; anti-CD73_monoclonal_antibody; platinum-based_antineoplastic_agent	Durvalumab + Fluorouracil + Leucovorin + Oleclumab + Oxaliplatin; Durvalumab + Gemcitabine + Nab-paclitaxel + Oleclumab; Gemcitabine + Nab-paclitaxel; Gemcitabine + Nab-paclitaxel + Oleclumab	anti-CD73_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + antimetabolite + taxane; anti-CD73_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + fluoropyrimidine + folinic_acid + platinum-based_antineoplastic_agent; anti-CD73_monoclonal_antibody + antimetabolite + taxane; antimetabolite + taxane; Fluorouracil; gemcitabine	D6070C00005  D6070C00005	A Phase 1b/2 Study to Evaluate the Safety, Pharmacokinetics, and Clinical Activity of Oleclumab (MEDI9447) With or Without Durvalumab in Combination With Chemotherapy in Subjects With Metastatic Pancreatic Ductal Adenocarcinoma	Metastatic Pancreatic Adenocarcinoma; Carcinoma	3084 - Heidelberg; 2065 - St Leonards; 3168 - Clayton; 2148 - Blacktown	https://clinicaltrials.gov/ct2/show/NCT03611556
NCT03615326	KEYNOTE-811	Phase 3		NSW, NZ, VIC	2018-08-03	2018-10-05		Capecitabine; Cisplatin; Fluorouracil; Oxaliplatin; Oxaliplatin + Pembrolizumab + Tegafur-gimeracil-oteracil potassium + Trastuzumab; Pembrolizumab; Pembrolizumab + Trastuzumab; Placebo; Tegafur-gimeracil-oteracil potassium; Trastuzumab	antimetabolite; anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-ERBB2_monoclonal_antibody; fluoropyrimidine; placebo; Fluorouracil; DPD_inhibitor + anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent; orotate_phosphoribosyltransferase_inhibitor; DPD_inhibitor; anti-PD-1_monoclonal_antibody; platinum-based_antineoplastic_agent; anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody + orotate_phosphoribosyltransferase_inhibitor + platinum-based_antineoplastic_agent	Oxaliplatin + Pembrolizumab + Tegafur-gimeracil-oteracil potassium + Trastuzumab; Pembrolizumab + Trastuzumab; Capecitabine; Cisplatin; Fluorouracil; Placebo	DPD_inhibitor + anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent; anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-ERBB2_monoclonal_antibody + anti-PD-1_monoclonal_antibody + orotate_phosphoribosyltransferase_inhibitor + platinum-based_antineoplastic_agent; Fluorouracil; fluoropyrimidine; placebo	MK-3475-811  3475-811	A Phase III, Randomized, Double-blind Trial Comparing Trastuzumab Plus Chemotherapy and Pembrolizumab With Trastuzumab Plus Chemotherapy and Placebo as First-line Treatment in Participants With HER2 Positive Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (KEYNOTE 811)	Gastric Neoplasms; Gastroesophageal Junction Adenocarcinoma	2170 - Liverpool; 2500 - Wollongong; 3168 - Clayton; Auckland; 2145 - Westmead	https://clinicaltrials.gov/ct2/show/NCT03615326
NCT03625323	TACTI-002	Phase 2			2018-08-10	2019-02-18		Eftilagimod Alpha; Pembrolizumab	anti-PD-1_monoclonal_antibody; T-cell_immunostimulatory_factor	Eftilagimod Alpha; Pembrolizumab	T-cell_immunostimulatory_factor; anti-PD-1_monoclonal_antibody	Keynote-MK-3475-798  TACTI-002	TACTI-002 (Two ACTive Immunotherapeutics): A Multicenter, Open Label, Phase II Study in Patients With Previously Untreated Unresectable or Metastatic Non-small Cell Lung Cancer (NSCLC), or Recurrent PD-X Refractory NSCLC or With Recurrent or Metastatic Squamous Head and Neck Cancer (HNSCC) Receiving the Soluble LAG-3 Fusion Protein Eftilagimod Alpha (IMP321) in Combination With Pembrolizumab (PD-1 Antagonist)	HNSCC; NSCLC		https://clinicaltrials.gov/ct2/show/NCT03625323
NCT03626545	CANOPY-2	Phase 3		QLD, VIC	2018-08-13	2019-01-23		Canakinumab; Canakinumab + Docetaxel; Docetaxel; Placebo	placebo; anti-IL-1beta_monoclonal_antibody; anti-IL-1beta_monoclonal_antibody + taxane; taxane	Canakinumab + Docetaxel; Docetaxel; Placebo	anti-IL-1beta_monoclonal_antibody + taxane; taxane; placebo	2018-002480-26  CACZ885V2301	A Randomized, Double-blind, Placebo-controlled, Phase III Study Evaluating the Efficacy and Safety of Canakinumab in Combination With Docetaxel Versus Placebo in Combination With Docetaxel in Adult Subjects With Non-small Cell Lung Cancer (NSCLC) Previously Treated With PD-(L)1 Inhibitors and Platinum-based Chemotherapy (CANOPY 2)	Non-Small-Cell Lung	3630 - Shepparton; 4120 - Greenslopes	https://clinicaltrials.gov/ct2/show/NCT03626545
